,headline,category,short_description,date,Subjectivity,Polarity,Content Subjectivity,Content Polarity
4840,Pizza Hut Offers Tony Rohr His Job Back After Thanksgiving Battle,BUSINESS,"The decision to dismiss the general manager, Tony Rohr, from his job at the company’s location in Elkhart, Ind., quickly",2013-11-28,0.0,0.05,0.5,0.19166666666666665
4841,Holiday Shopping Season Begins On Thanksgiving,BUSINESS,Nov 28 (Reuters) - Some early U.S. shoppers headed to stores on Thanksgiving Day in search of discounted holiday gifts on,2013-11-28,0.0,0.0,0.3,0.1
4842,Spending and Borrowing on Black Friday and Cyber Monday,BUSINESS,Holiday shoppers are about to experience Black Friday and Cyber Monday. Shoppers who avoid these two days can actually learn some useful lessons about spending and borrowing behavior from those out buying.,2013-11-28,0.43333333333333335,-0.16666666666666666,0.17777777777777778,0.044444444444444446
4843,Retail Workers Ask Themselves What Thanksgiving With Family Is Worth,BUSINESS,There have been people who've had to work on Thanksgiving for as long as it's been a holiday. A lot of them perform essential,2013-11-28,0.1,0.3,0.35,-0.025
4844,5 Ways to Save Money on Car Insurance,MONEY,Saving money on car insurance isn't as hard as it might seem if you keep these tips in mind.,2013-11-26,0.0,0.0,0.5416666666666666,-0.2916666666666667
4845,Old Is the New When It Comes to Recycling,MONEY,"Eventually, I had my own epiphany: Recycling is basically about saving -- and that I understand. For a personal finance geek like me, extending the life of everyday items is music to my ears.",2013-11-25,0.32727272727272727,0.11818181818181818,0.6333333333333333,0.13333333333333333
4846,Proposal To Cap Executive Pay Rejected By Swiss Voters,BUSINESS,"""Of course we are disappointed. But I also believe that we have an achievement nonetheless,"" JUSO President David Roth told",2013-11-24,0.0,0.0,0.75,-0.75
4847,The Worst-Run States In America: 24/7 Wall St.,BUSINESS,The worst-run states also tended to have weak fiscal management reflected in higher budget shortfalls and lower credit ratings,2013-11-24,0.0,0.0,0.5625,-0.0625
4848,A Mindful Season,BUSINESS,"The treasures that are right here, right now -- a measure of health, a family, a pet, a friend, a warm meal, a strong faith, the sounds of a beautiful piece of music, or the warm glow of a candle. The list is endless.",2013-11-24,0.0,0.0,0.6792517006802721,0.41853741496598634
4849,Hertz Employees On Maui Accused Of Racist Bullying On Facebook,BUSINESS,"The name-calling described Howard as a pretentious black man who rented high-end vehicles, such as BMWs, despite chides on",2013-11-24,0.0,0.0,0.5444444444444444,-0.15555555555555556
4850,Nonprofit That Flipped Homes To Investors Faces Scrutiny,BUSINESS,The NCST declined to provide a list of the participating nonprofits. Some participants that Reuters independently identified,2013-11-24,0.0,0.0,0.125,0.0
4851,"Obamacare Agency Rushed To Hire Contractor, Documents Reveal",BUSINESS,"The construction ""is a bigger problem than people realize,"" said Robert Booz, a vice-president and healthcare specialist",2013-11-23,0.0,0.0,0.5,0.0
4852,The Responsiveness Advantage for Salespeople,BUSINESS,"Last but not the least, responsiveness without relevance or has no meaning for buyers. They don't need salespeople who don't",2013-11-23,0.0,0.0,0.23333333333333334,-0.15
4853,"Walmart, Sears Among Retailers Refusing To Compensate Bangladesh Factory Victims",BUSINESS,"One year after the Tazreen factory fire in Bangladesh, many retailers that sold garments produced there or inside the Rana",2013-11-23,0.0,0.0,0.5,0.5
4854,What Not To Buy On Black Friday,BUSINESS,"Americans are likely to trim their budgets this holiday season. According to Gallup, consumers estimate they will spend just",2013-11-23,0.43333333333333335,-0.16666666666666666,1.0,0.0
4855,Chairman Ben Bernanke and Vice Chair Janet Yellen Have Supported an Economic Time Bomb,BUSINESS,"It is long past time for Vice Chair Janet Yellen, the nominee for Federal Reserve chair, and Chairman Ben Bernanke to describe the Federal Reserve stimulus hoax and the time bomb the Fed created.",2013-11-23,0.2,0.2,0.325,-0.15
4856,"San Rafael Smoking Ban, Strictest In The Nation, Goes Into Effect",BUSINESS,"""This legislation will improve the health of all Californians by reducing exposure to smoke that drifts into housing units",2013-11-23,0.0,0.0,0.0,0.0
4857,The Top 10 Mistakes 20-Somethings Make Regarding Real Estate,BUSINESS,"At this point in life, many 20-somethings are more interested in when the next game of Call of Duty will start than the best way to start building their financial future. However, there are those of us who want  more out of life, and understand the immense power of time that we have in building wealth.",2013-11-23,0.4,0.35,0.38249999999999995,0.23500000000000001
4858,How to Stretch Your Thanksgiving Dollar,MONEY,Want some good Thanksgiving news? Here's how much the AFBF predicts you'll spend on each dish and how you can save a little bit extra.,2013-11-22,0.0,0.0,0.35000000000000003,0.17812499999999998
4859,How to Avoid Holiday Charity Scams,MONEY,"Before you make your contributions, take a minute to make sure you are not being scammed and your donations are tax deductible.  Unfortunately, there are many unscrupulous people using major disasters and the holidays to impersonate charities.",2013-11-21,0.0,0.0,0.7222222222222222,0.140625
4860,Grandparents' 529 College Distributions Can Be a Ticking Time Bomb,MONEY,Are you a grandparent thinking of helping out a grandchild fund their college expenses? Be aware of 529 plan structures to ensure that your gift doesn't turn into a bomb that destroys your grandchild's financial aid.,2013-11-20,0.0,0.0,0.125,0.125
4861,4 Ways to Avoid Charity and Disaster Relief Scams,MONEY,It is virtually impossible to see the devastation after Typhoon Haiyan in the Philippines or last weekend's tornadoes in the Midwest and not feel a tug on your heartstrings. But charity scam artists use that near-universal empathy to steal from survivors of these terrible events the help that they need.,2013-11-20,0.0,0.0,0.6888888888888888,-0.5555555555555555
4862,The Quickest Way to Give Yourself a Raise,MONEY,"When you pay off your debt accounts and regain control of your finances, it's like plugging the holes in your bucket and being able to use the money as you see fit. No more siphoning away your hard-earned money.",2013-11-18,0.0,0.0,0.5083333333333333,0.21666666666666667
4863,Taking a Stand for Paternity Leave Equity,BUSINESS,"It is reasonable that new mothers get a somewhat more generous parental leave policy than new dads. However, it is difficult to make a fair, rational case for a 500 percent difference in the length of maternity and paternity leaves.",2013-11-17,0.0,0.0,0.6515151515151515,0.19545454545454546
4864,8 Big Retailers Open On Thanksgiving,BUSINESS,"Holiday shoppers are expected to spend about 3.9% more this year than they did last year, according to a National Retail",2013-11-17,0.3,0.0,0.32222222222222224,0.13333333333333333
4865,Caught In A Revolving Door Of Unemployment,BUSINESS,"On a cold October morning, just after the federal government shutdown came to an end, Jenner Barrington-Ward headed into",2013-11-17,0.0,0.0,1.0,-0.6
4866,Palin's National Debt Mischaracterization vs. American Indebtedness,BUSINESS,"There's no way to attain the American dream anymore for young and old alike unless the overall debt problem in America, not just the national debt, is brought under control.  In economic terms, this debt is truly enslaving our children.",2013-11-17,0.0,0.0,0.16,0.08
4867,Habits Must Change: Reputational Crisis Readiness is a Strategic Must,BUSINESS,"Yet, despite a staggering rise in reputational crises globally over the last decade, corporate risk-management capabilities remain essentially unchanged (which, in itself, contributes to the escalated risk).",2013-11-16,0.0,0.0,0.09166666666666666,0.0
4868,3 Tips For Your Startup To Gain Traction,BUSINESS,"An idea can be disruptive, which is why the great Steve Jobs sold vaporware. At the inception of your company - even if you are in stealth mode - you should always be selling, or your startup may become moribund.",2013-11-16,0.0,0.0,0.75,0.8
4869,Timothy Geithner To Join Private Equity Firm Warburg Pincus: WSJ,BUSINESS,"Nov 16 (Reuters) - Former U.S. Treasury Secretary Timothy Geithner is joining private-equity firm Warburg Pincus, the Wall",2013-11-16,0.3875,-0.1,0.2,-0.1
4870,The 10 Companies Paying Americans The Least: 24/7 Wall Street,BUSINESS,"Companies that pay employees poorly fall into one of three industries: retailers such as Walmart and Sears, restaurant chains",2013-11-16,0.4,-0.3,0.55,-0.2
4871,Innovate or Evaporate,BUSINESS,Making space for idea generation while you are cutting back or redesigning how work gets done is the most powerful ingredient for innovation to flourish.,2013-11-16,0.0,0.0,0.6,0.05
4872,When Ads Tell Compelling Stories...,BUSINESS,What compelling story can you create for your business? 3. Reunion When an Ad tells a compelling story and touches the hearts,2013-11-16,0.6,0.3,0.6,0.3
4873,12 Ways to Drive More Readers to Your Content,BUSINESS,"So, you've built a blog, invested a grand amount of time (and money) in creating some of the best content in your niche -- these are, naturally, the best pieces you've ever written -- yet your analytics tools tell you yesterday your post received less than 100 unique visits.",2013-11-16,0.5,0.5,0.5111111111111112,0.4680555555555556
4874,How to Create a Winning Experiential Marketing Campaign,BUSINESS,Now is the time when most businesses are developing their consumer outreach plans for the 2014. An increasingly popular and effective way for companies to connect with their target audiences is through experiential marketing.,2013-11-16,0.75,0.5,0.7333333333333334,0.5666666666666668
4875,Butterball's Turkey Shortage Might Ruin Your Thanksgiving,BUSINESS,"The company told retailers that their orders for fresh turkeys 16 pounds (7.3 kg) and bigger have been cut by 50%, according",2013-11-16,0.0,0.0,0.5,0.15
4876,Questions Surrounding Unnovation vs. Innovation,BUSINESS,"As I thought about all the questions that came to mind regarding unnovation vs. innovation, I began to instantly think about how abstract and unorganized my thoughts were.",2013-11-16,0.0,0.0,0.6666666666666666,0.0
4877,"REposition, REstrategize, REinvent: 10 Tips for the ""New-Age"" Professional in 2014",BUSINESS,"It is certainly a FACT that the world is changing. Every day, new developments in technology and society rewrite the guidelines for how we interact with our families, our colleagues, and our customers.",2013-11-16,0.1,0.1,0.512987012987013,0.17532467532467533
4878,Prepaid Debit Cards: Are They Right for You?,BUSINESS,"Just because Russell Simmons, Magic Johnson, Justin Bieber and a host of other celebrities are endorsing prepaid debit cards, it doesn't mean they are right -- or wrong -- for you. Here's how to work through the decision.",2013-11-16,0.5357142857142857,0.2857142857142857,0.6996428571428571,-0.03035714285714286
4879,10 Big Leadership Weaknesses,BUSINESS,President Obama's recent festival of apologies over the bumpy start to healthcare.gov underlines why it's important to know and manage the more typical reasons leaders fall down.,2013-11-16,0.1,0.0,0.5077777777777778,0.11555555555555556
4880,Nonprofit Fraud Robs Charities of Substantial Dollars,BUSINESS,Some directors argue boards can do little to prevent fraud. I argue that every director should know enough about finances to raise issues about questionable activities.,2013-11-16,0.0,0.0,0.6666666666666666,-0.22916666666666666
4881,US Airways Kicks Blind Man Off Plane and Employs the 'Ostrich Strategy' to Public's Outrage,BUSINESS,"I hope I'm asking this question on behalf of the majority of my peers, but which school of thought produced the Ostrich strategy in regards to responding to customer service, and ultimately, public relations issues?",2013-11-16,0.36666666666666664,-0.25,0.06666666666666667,0.0
4882,The Secret Word to Avoid Spoiling Your Kids,MONEY,"I suggest that the simplest way to eliminate spoiling is through the use of one word: budget. When it is consistently explained that budgeting requires planning and saving, you'll be able to respond to requests calmly.",2013-11-15,0.7,-0.4,0.5416666666666666,0.35000000000000003
4883,5 Ways You Can Digitally Find and Buy Gifts,MONEY,"Emerging online shopping platforms do more than just make shopping attractive to the casual consumer; they give you the tools to get what you actually want, rather than what the online retailer wants you to buy.",2013-11-15,0.0,0.0,0.5133333333333334,0.2
4884,Obama Care and Me,MONEY,"Why am I writing all this? Everyone has an Obama Care story and this is mine. I hope our legislature will soon grasp that the ranks of the self-employed are responsible, valuable members of society and should not be swept under the rug.",2013-11-14,0.0,0.0,0.55,0.2
4885,Avoid Tax Pitfalls When Donating Your Credit Card Rewards Points or Miles,MONEY,"The holiday season is a time to give back to those who are less fortunate and if you are considering making a donation from your credit cards rewards, be aware of the tax implications involved with this type of donation.",2013-11-14,0.0,0.0,0.25416666666666665,0.12083333333333335
4886,"15 Things to Know, to Do and to Watch for as 2013 Comes to a Close",MONEY,"Thanksgiving is nearing, and December is right around the corner. I've said it before--it's never too early to start thinking about your tax situation. Taxes are always complicated, seemingly ever changing, and so is your life.",2013-11-13,0.0,0.0,0.6119047619047618,-0.038095238095238106
4887,Do Your Interests Come Before Your Advisor's? What You Need to Know,MONEY,"The phrase that you need to know is 'fiduciary standard.' The fiduciary standard is a code of conduct for the approximately 10,500 registered investment advisors who are regulated by the U.S. Securities and Exchange.",2013-11-12,0.0,0.0,0.19999999999999998,-0.13333333333333333
4888,Reducing the Stress of Pre-Retirement,MONEY,"Retirement is becoming real for pre-retirees, and many are concerned about whether they are really ""retirement ready"".  No matter the source - holidays, retirement, work or family - stress can take a heavy toll on your health, mental state and wallet.",2013-11-11,0.0,0.0,0.4357142857142858,0.17857142857142855
4889,3 Things I Wish I Would Have Known Before I Took on School Debt,MONEY,"If I had it to do over again, I would have given myself some context for how much money $20,000 or $30,000 really was. I would have spent some time thinking through each of my options, to weigh whether this was a worthy investment or not.",2013-11-11,0.0,0.0,0.375,0.15833333333333333
4890,Baby Boomers Beware: Scammers Are After Your Parents' Money,MONEY,"Many people step up to act as their parents' (or other loved ones') financial guardians without thinking through the ramifications -- in particular, the serious commitment of time and effort required to manage the finances of a second household.",2013-11-11,0.0,0.0,0.3821428571428571,0.12976190476190477
4891,Sriracha Founder: Factory Shutdown Could Have Led To Bankruptcy,BUSINESS,"David Tran, CEO of Sriracha-maker Huy Fong Foods, said his company could have lost up to $10 million and faced bankruptcy",2013-11-10,0.0,0.0,0.0,0.0
4892,"We Still Are Our Jobs, But No Longer By Choice",BUSINESS,"There's a valid argument to be made that we never should have been our jobs in the first place, and that we should define ourselves by our relationships, hobbies, and outside interests instead. Why should what we do to survive define who we are? We should work to live, not live to work.",2013-11-10,0.0,0.0,0.3458333333333333,0.07954545454545454
4893,Cities With The Widest Wealth Gaps: 24/7 Wall St.,BUSINESS,It might be expected that a metropolitan area with high income would have very large populations of both extremely wealthy,2013-11-10,0.0,0.0,0.6242857142857143,0.20964285714285713
4894,Early Obamacare Data To Signal How Many Americans Are Still Waiting To Enroll,BUSINESS,"A small sign-up number, particularly one dominated by Medicaid enrollment, would be seized upon by Republican critics as",2013-11-10,0.4,0.3,0.3666666666666667,-0.04166666666666667
4895,Is Your Zip Code A 'Super Zip'?,BUSINESS,This map highlights in yellow the nation's Super Zips — those ranking highest on income and college education. Read more,2013-11-10,0.6666666666666666,0.3333333333333333,0.38888888888888884,0.27777777777777773
4896,Changing Thymes: How To Know Exactly When To Evolve Your Organization,BUSINESS,"The new CFO, Allison Garside, is amazing. She brought the essence of what we talked about earlier - finance vs. accounting",2013-11-10,0.25,0.25,0.6181818181818182,0.24545454545454548
4897,Trans Fats Ban Could Have Devastating Effect On Popcorn Industry,BUSINESS,Diamond Foods Inc - owner of Pop Secret - and American Pop Corn Company - owner of Jolly Time - still use the suspect fat,2013-11-09,1.0,-1.0,0.35,-0.2
4898,Should Work Relationships Ever Be Friendships or More?,BUSINESS,"More vulnerable emotionally. Through friendship you open yourself up to acceptance, being liked, admired, respected, trusted",2013-11-09,0.5,0.5,0.5900000000000001,0.12
4899,Jobs Where Women Are Getting Paid The Least Compared To Men,BUSINESS,"The gender wage gap has narrowed over the years. In 1979, women made an estimated 62% of what men earned. In 2012, the wage",2013-11-09,0.4,-0.3,0.0,0.0
4900,Bank Of America Facing $864 Million Fine After Mortgage Fraud Verdict,BUSINESS,"NEW YORK, Nov 9 (Reuters) - The U.S. government urged that Bank of America Corp pay $863.6 million in damages after a federal",2013-11-09,0.5,0.4166666666666667,0.45454545454545453,0.13636363636363635
4901,Why China Has A Love/Hate Relationship With Social Media,BUSINESS,Huffington Post's Peter Goodman discusses how China's leaders view social media with Jon Erlichman on Bloomberg Television's,2013-11-09,0.06666666666666667,0.03333333333333333,0.06666666666666667,0.03333333333333333
4902,Maverick Financial Advisor is Warning Businesses About the Dangers of 401(k) Plans,MONEY,"His mission is to not only to expose the true nature of how the industry operates, but also to share the message of capitalism and the truth about central economic planning which he believes is the root cause of so many people's retirement planning challenges.",2013-11-07,0.0,0.0,0.52,0.21000000000000002
4903,Maverick Financial Advisor is Warning Businesses About the Dangers of 401(k) Plans,MONEY,"Unfortunately, the Department of Labor's version of transparency is to create a mountain of additional paperwork that nobody understands but the bureaucrats responsible for creating it.",2013-11-07,0.0,0.0,0.775,-0.15
4904,A Promising Approach to Asset Building,MONEY,"There is a looming crisis that threatens to confine a generation of young Americans to a life of limited opportunity and low prospects. Consider this statistic: by 2018, 45 percent of all jobs will require an associate's degree or higher.",2013-11-06,0.5,0.2,0.33571428571428574,0.06964285714285715
4905,Thinking of Buying or Selling Real Estate?  A Quick Method to Estimate Value,MONEY,"Whether you are considering purchasing or selling commercial property, quantitative research will help you to negotiate the best deal possible.",2013-11-06,0.4,0.26666666666666666,0.43333333333333335,0.3333333333333333
4906,How to Save More Money on School Expenses,MONEY,"School expenses don't just happen once a year. Even if you checked off every item on your kid's back-to-school shopping list, don't put away your wallet just yet.",2013-11-06,0.5,0.5,0.0,0.0
4907,Veterans Day: A Look at Military Tax Benefits,MONEY,"There is no more noble a contribution to society than participation in the service of the defense, perpetuation and safety of this country. The tax benefits that are in the law are yours and you have earned them.  It is the least the country can do to thank you for your service.",2013-11-05,0.1,-0.1,0.6,0.016666666666666663
4908,4 Fees That Are Always Worth Paying,MONEY,"Paying additional fees for a credit card or bank account might not sound smart, but it can sometimes prove rewarding. Forking out money for fees is something to consider before you overlook places you could be saving.",2013-11-04,0.1,0.3,0.6809523809523809,0.1714285714285714
4909,Retirement Planning for People Who Hate Math,MONEY,You already know that it's very important to have a financial plan. But if you can't stand the thought of working with numbers you might be reluctant to put your strategy together. That's a quandary you don't want to be stuck in. The good news is that the solution is far simpler than you imagine.,2013-11-04,0.9,-0.8,0.65,0.33
4910,You're More Likely To Be Struck By Lightning Than Create A $1 Billion Startup,BUSINESS,"Many entrepreneurs, and the venture investors who back them, seek to build billion-dollar companies. Why do investors seem",2013-11-03,0.75,0.25,0.25,0.25
4911,"Guitar Center Workers In Las Vegas Vote To Unionize, Marking Third Union Win This Year",BUSINESS,"""[Retail] jobs by design are low wage and high turnover. People don't have a strong commitment to it,"" said Andrews, who's",2013-11-03,0.16666666666666666,0.23333333333333336,0.5244444444444444,0.19777777777777775
4912,The Most Unfair Countries For Women: 24/7 Wall St.,BUSINESS,"According to the most recently available data, just 49% of Yemeni women and 40% of Pakistani women were literate, compared",2013-11-03,0.75,0.0,0.45,0.45
4913,Focus Is the Gateway to Business Success,BUSINESS,"Focus doesn't get the respect it deserves in the business world. We hear a lot about motivation, stress, emotions, leadership, and team culture, but not much attention is paid to the role that focus plays in your ability to be productive. Well, I'm here to change all that.",2013-11-03,0.0,0.3,0.2,-0.1
4914,Crowdsourcing Leadership,BUSINESS,"As an executive coach, I often work with clients who want to make a bigger difference in their organization and/or the world. Fostering and tapping into a mindset of ownership is the most powerful way to do that. Here's how.",2013-11-03,0.0,0.0,0.6666666666666666,0.26666666666666666
4915,Why Your Business Should Be Using Infographics,BUSINESS,The benefits of using a infographic content and design service are numerous and as a business owner you should really consider adding it to your content marketing strategy.,2013-11-03,0.0,0.0,0.35,0.1
4916,How My Iranian-Israeli Grandfather Helped Me Find My Career Path,BUSINESS,"When I was asked, at five years old, I said an astronaut and a teacher. I imagine that no matter what I would have said at that age my parents would have smiled and told me I could do anything I set my mind to doing.",2013-11-03,0.0,0.0,0.2,0.35
4917,Making Perks Work for Your Company,BUSINESS,"What I found in researching this piece, is that large, ostentatious perks aren't what make companies tick on a daily basis. A foundation of meaningful work, subtle and personal perks, and enjoying time with talented colleagues sounds like the perfect formula.",2013-11-03,0.0,0.0,0.5285714285714286,0.3226190476190476
4918,Can You Improve Customer Service By Empowering Your Team?,BUSINESS,"More employee empowerment really is a great deal for employees, customers, and customer service managers - perhaps more firms should be exploring this idea?",2013-11-03,0.0,0.0,0.5833333333333334,0.6
4919,Goldman Finally Tries to Get People to Work Less,BUSINESS,"Now they tell us. After years of hearing that it was impossible to restructure jobs to make them more doable, guess what? According to The Wall Street Journal, when Goldman Sachs discovered it couldn't attract and retain the most promising recruits with pay and perks alone.",2013-11-03,0.23333333333333334,-0.13333333333333333,0.625,0.13333333333333336
4920,Gulliver's Twitter,BUSINESS,"As more of the marketing function is digitized, some consumers will always exploit their access and amplification to create needless trouble for the companies unfortunate enough to cross their paths. But no matter how hard, brands must always remember that whenever they sink to that level, they lose.",2013-11-03,0.0,0.0,0.5345238095238095,-0.14166666666666666
4921,The Supreme Court Totally Screwed America's Labor Unions,BUSINESS,"It's no wonder the labor movement has lost so much traction. With anti-union Republicans, the pro-business media, and gutless Democrats all being joined by a faux-libertarian Supreme Court, organized labor is fighting for its life.",2013-11-03,0.75,0.0,0.2,0.2
4922,The European Case: Financial Inclusion & the Prevention of the Next Financial Crisis,MONEY,It is our responsibility to make sure that our children are well prepared to make financial decisions.,2013-11-02,0.0,0.0,0.4444444444444444,0.25
4923,The States With The Most And Least Affordable Colleges,BUSINESS,"Average in-state tuition at public four-year universities rose by just 2.9% this year, the smallest increase in more than",2013-11-02,0.45,0.1,0.47916666666666663,0.2375
4924,Company Wants Potential Hires To Snapchat Execs After Submitting A Resume,BUSINESS,"Investors aren't the only ones who see apparent value in Snapchat. Likeable Media, a social media marketing agency in New",2013-11-02,0.55,0.1,0.46780303030303033,0.054924242424242424
4925,"China 2014: Too Little, Too Late for Newbies",BUSINESS,"2014 will be the year leaders of consumer goods producers realize that it may be too late to enter China. If you haven't established significant scale already, you probably never will. The PRC will not be an option for turbo-charging future growth plans for current non-players.",2013-11-02,0.55,-0.24375,0.5,0.018750000000000003
4926,"Men Fail, only then Women Rule; Lagarde, Yellen, now Flug",MONEY,"But today, hooray, Dominique Strauss-Kahn did not become President of France and remain Director of the International Monetary",2013-11-01,0.6499999999999999,-0.25,0.0,0.0
4927,6 Ways to Work Around HealthCare.gov and Get the Coverage You Need,MONEY,"The fact is that more than 700,000 Americans have managed to apply for a new health insurance plan. How did these people get through? With tenacity, consumer smarts, and some of the steps highlighted below.",2013-11-01,0.0,0.0,0.4772727272727273,0.3181818181818182
4928,7 Myths About Ethics Which Will Hurt Your Business,BUSINESS,"It's easy to be ethical. This myth ignores the complexity surrounding ethical decision making, particularly within business",2013-10-27,0.0,0.0,0.5916666666666667,0.24999999999999997
4929,E-Cigarette Industry Aims To Make 'Vaping' Socially Acceptable,BUSINESS,"Geoff Vuleta was in the crowd at a Rolling Stones concert last year when Keith Richards lit up a cigarette on stage, the",2013-10-27,0.06666666666666667,0.03333333333333333,0.06666666666666667,0.0
4930,Meet The Man Trying To Stop The World's Biggest Companies From Avoiding Billions In Taxes,BUSINESS,"It was a humbling experience for the chief executive of the world’s most valuable company. Hauled before a Senate panel, Apple’s",2013-10-27,0.0,0.0,0.5,0.5
4931,Fast-Food Chains Costing Taxpayers The Most Money: 24/7 Wall St.,BUSINESS,24/7 Wall St.: The fast-food industry is one of the nation’s largest employers of low and minimum wage workers. According,2013-10-27,0.5,0.5,0.3,0.0
4932,Obamacare Website Woman Mysteriously Disappears,BUSINESS,The woman who has become the face of Obamacare has completely disappeared. (h/t Washington Post Health Policy Reporter Sarah,2013-10-27,1.0,0.0,0.4,0.1
4933,Obamacare Enrollment Halted By Verizon Data Center Crash,BUSINESS,Separate technical problems that have stalled enrollment on Healthcare.gov since its launch on Oct. 1 are at the heart of,2013-10-27,0.1,-0.1,0.1,0.0
4934,Larry Ellison Is a Conservation Leader,BUSINESS,"And as Larry Ellison knows when you make your own energy to run football fields of servers storing most of the business data, globally and there's extra energy left over -- then it's sold back into the grid, maximizing the investment.",2013-10-27,0.0,0.0,0.26666666666666666,0.18333333333333335
4935,Faster Inflation Would Help...Really!,BUSINESS,"If such persistently low inflation is a symptom of weak growth, it's not exactly obvious that faster inflation itself would lead to improved growth rates. Isn't this mistaking an outcome variable for an input variable? In fact, there are various ways in which higher inflation can help at a time like this.",2013-10-27,0.0,0.0,0.4875,-0.020833333333333332
4936,NYSE Runs Twitter IPO Test To Avoid  Facebook Chaos,BUSINESS,"The Big Board, run by NYSE Euronext, regularly does systems testing on the weekends, but this was the first time it had run",2013-10-26,0.0,0.0,0.17008547008547006,0.08333333333333333
4937,The One Thing the Best Leaders and Most Liked People Have In Common,BUSINESS,"Since humans love to talk, if you can focus on listening, truly listening attentively to the person you're with, that person will adore you.",2013-10-26,0.525,0.45,0.75,0.45
4938,These Are The Worst Sick Day Excuses We Have Ever Heard,BUSINESS,"5. Someone glued my doors and windows shut so I can't leave the house to come to work. The survey, conducted by employment",2013-10-26,0.9285714285714286,-0.8571428571428572,0.0,0.0
4939,America's Poorest Cities,BUSINESS,"Median household income in the United States remained relatively unchanged between 2011 and 2012, after falling 7% from the",2013-10-26,0.0,0.0,0.0,0.0
4940,11 Countries That Still Have Perfect Credit: 24/7 Wall St.,BUSINESS,"U.S. government gross debt amounted to 102% of GDP in 2012, 11th highest in the world. On Some of the top-rated countries",2013-10-20,1.0,1.0,0.0,0.0
4941,If They Won't Put It in Writing Then Be Afraid,BUSINESS,"I'll stick to a simple rule of thumb. If someone won't put a questionable instruction in writing and there are no clear policies or guidelines to support that instruction, then I'll let my moral compass guide me.",2013-10-20,0.9,-0.6,0.4976190476190476,-0.1375
4942,Deutsche Bank Talking To 50 Employees Over Libor: Report,BUSINESS,"The staff are being allowed to bring lawyers or witnesses to the talks, the paper reported. (Reporting by Arno Schuetze; Editing",2013-10-20,0.0,0.0,0.0,0.0
4943,How To Succeed In Business As A Woman,BUSINESS,"When I started the Corner Office column more than four years and about 250 interviews ago, I set several guidelines for the",2013-10-20,0.0,0.0,0.25,0.25
4944,The Dirty Little Secret That Fast-Food Companies Don't Want You To Know,BUSINESS,"With all of this talk in Washington about cutting back on spending, you'd think they would get to work raising the minimum",2013-10-20,0.6666666666666666,-0.3958333333333333,0.45,-0.3
4945,Can Entrepreneurship Be Taught?,BUSINESS,"Although it is difficult to directly correlate NFTE's work to increased employment, research has shown that NFTE's educational",2013-10-19,0.0,0.0,0.5499999999999999,-0.05000000000000001
4946,The Most Educated Countries In The World: 24/7 Wall St.,BUSINESS,"Between 2010 and 2011, the percentage of adults with a college degree in the United States remained unchanged at 42%. Since",2013-10-19,0.5,0.5,0.0,0.0
4947,JPMorgan Reaches Tentative $13 Billion Settlement With Justice Department: WSJ,BUSINESS,"JPMorgan may still also face criminal charges, according to a tweet by CNBC reporter John Harwood: Tweets from The Wall Street",2013-10-19,0.0,0.0,0.55,-0.4
4948,Larry Summers Was Offered Job As Head Of Bank Of Israel,BUSINESS,"Former Treasury Secretary Larry Summers, who was in the running to succeed Ben Bernanke as chairman of the Federal Reserve",2013-10-19,0.0,0.0,0.0,0.0
4949,"James Street, All-American Businessman",BUSINESS,The stories usually stopped when James was 22 years old. They missed the great story of what James accomplished after sports ended and business life began. He built one of the most successful structured settlement and settlement planning firms in the United States.,2013-10-13,0.0,0.0,0.525,0.35000000000000003
4950,Halloween 2013 Trends: Consumers Expected to Spend $6.9 Billion,BUSINESS,"Adults are ready to pay for their children's costumes $1.4 billion, while lavishing their pets with outfits that factor in for $330 million.",2013-10-13,0.4,-0.1,0.5,0.2
4951,The Best And Worst Countries To Grow Old In May Surprise You,BUSINESS,"The world’s older population is growing. According to a report released last week, 11% of the current world population is",2013-10-13,0.5,0.03333333333333333,0.26666666666666666,0.05555555555555555
4952,Obamacare Website Problems Are Worse Than Many People Realize,BUSINESS,"WASHINGTON — In March, Henry Chao, the chief digital architect for the Obama administration’s new online insurance marketplace",2013-10-13,0.55,0.04999999999999999,0.22727272727272727,0.06818181818181818
4953,Shutdown Squeeze Play May Cause Mortgage Fallout,BUSINESS,"Mortgage rates slipped downward for the third consecutive week; but before would-be refinancers and home buyers cheer too loudly, they may want to ponder the reason why. The federal government shutdown is creating a dark cloud that overhangs all aspects of finance.",2013-10-12,0.0,0.0,0.4000000000000001,-0.016666666666666663
4954,Family Dollar: The Government Shutdown Is Wreaking Havoc On Poor Americans,BUSINESS,"Around 800,000 government employees have been furloughed during the shutdown, and that number doesn't include private-sector",2013-10-12,0.6,-0.4,0.0,0.0
4955,"Shapeways Delivers 3D Printing as a Service, Reshaping Business Processes",BUSINESS,"Trying to configure, calibrate, and properly print a 3D object is a clunky experience. Fortunately, there are services that enable this: Meet Shapeways, a 3D factory available now for you.",2013-10-12,0.0,0.0,0.39999999999999997,0.26666666666666666
4956,5 Ways to Measure Startup Progress,BUSINESS,"Successful early steps also reinforce confidence in everyone involved in the startup, an often-ignored, intangible element of entrepreneurial success.",2013-10-12,0.0,0.0,0.4166666666666667,0.3833333333333333
